time_step,veh_id,x_pos,y_pos,speed,yaw
0.000000000000000000e+00,0.000000000000000000e+00,1.601999999999999602e+01,5.289999999999999147e+00,3.607000138619348917e+01,-2.772386954198969786e-04
0.000000000000000000e+00,1.000000000000000000e+00,3.541999999999998749e+01,9.519999999999999574e+00,2.405999999999999872e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,8.800000000000000711e+00,2.768365763406273672e+01,-1.625579341325048346e-02
1.000000000000000000e+00,1.000000000000000000e+00,3.638243136809897038e+01,9.514758934973070126e+00,2.406114096244573375e+01,-5.445596843004718579e-03
1.000000000000000000e+00,2.000000000000000000e+00,6.105784921436654855e+00,8.789026936030012394e+00,2.764598411851120119e+01,-9.923000031253553094e-03
2.000000000000000000e+00,1.000000000000000000e+00,3.734488517379259775e+01,9.504188781270226372e+00,2.406279618315696567e+01,-1.098206344717592153e-02
2.000000000000000000e+00,2.000000000000000000e+00,7.210109191295906328e+00,8.784903628673390585e+00,2.760829919000495991e+01,-3.733765804233565161e-03
3.000000000000000000e+00,1.000000000000000000e+00,3.830735027560370298e+01,9.488143287074825238e+00,2.406497104309797308e+01,-1.666970355838763573e-02
3.000000000000000000e+00,2.000000000000000000e+00,8.312863040309149909e+00,8.787489439852611994e+00,2.756892201752024363e+01,2.344862765407306621e-03
4.000000000000000000e+00,1.000000000000000000e+00,3.926981217372215127e+01,9.466462137726912474e+00,2.406765175457000794e+01,-2.252295192586700745e-02
4.000000000000000000e+00,2.000000000000000000e+00,9.413927742583657832e+00,8.796663600105757652e+00,2.752757303835558389e+01,8.331888164284619730e-03
5.000000000000000000e+00,1.000000000000000000e+00,4.023225286610697538e+01,9.438995736737195941e+00,2.407081336314678310e+01,-2.853053526388404926e-02
5.000000000000000000e+00,2.000000000000000000e+00,1.051319445755565241e+01,8.812302937612471965e+00,2.748444900669935009e+01,1.422610385558889176e-02
6.000000000000000000e+00,1.000000000000000000e+00,4.119465353832770660e+01,9.405585570345333934e+00,2.407451054940223756e+01,-3.470150790402611735e-02
6.000000000000000000e+00,2.000000000000000000e+00,1.161055204782028305e+01,8.834304810483885717e+00,2.743945338514926746e+01,2.004718019680280447e-02
7.000000000000000000e+00,1.000000000000000000e+00,4.215699752374286646e+01,9.366067255371916644e+00,2.407887616100311234e+01,-4.104158669608009430e-02
7.000000000000000000e+00,2.000000000000000000e+00,1.270589821720264645e+01,8.862606316468674805e+00,2.739279337277444881e+01,2.583220836400843337e-02
8.000000000000000000e+00,1.000000000000000000e+00,4.311926549966960920e+01,9.320279222534026076e+00,2.408391840841770204e+01,-4.754758895448387562e-02
8.000000000000000000e+00,2.000000000000000000e+00,1.379913474036836618e+01,8.897151511973413918e+00,2.734455460091563594e+01,3.158850247946833056e-02
9.000000000000000000e+00,1.000000000000000000e+00,4.408143013027655144e+01,9.268107679585691372e+00,2.408945109229087933e+01,-5.417004604587031397e-02
9.000000000000000000e+00,2.000000000000000000e+00,1.489017068671945232e+01,8.937941066669528922e+00,2.729495402087303546e+01,3.736867391469538696e-02
1.000000000000000000e+01,1.000000000000000000e+00,4.504345465516212244e+01,9.209529712448926375e+00,2.409515725092887806e+01,-6.081521948523620907e-02
1.000000000000000000e+01,2.000000000000000000e+00,1.597896910466993425e+01,8.984976414434228786e+00,2.724534729626807206e+01,4.317247424669416744e-02
1.100000000000000000e+01,1.000000000000000000e+00,4.600530307083786141e+01,9.144500499524733428e+00,2.410110439989566800e+01,-6.750585807783679448e-02
1.100000000000000000e+01,2.000000000000000000e+00,1.706547913871132849e+01,9.038298759084335998e+00,2.719544224810036681e+01,4.903737227946695226e-02
1.200000000000000000e+01,1.000000000000000000e+00,4.696693863864405216e+01,9.072971262711865492e+00,2.410730435196161281e+01,-7.424616566506467286e-02
1.200000000000000000e+01,2.000000000000000000e+00,1.814964666758765688e+01,9.097955114071634597e+00,2.714518962173792360e+01,5.496960043414290259e-02
1.300000000000000000e+01,1.000000000000000000e+00,4.792832323310794607e+01,8.994894353443713797e+00,2.411374533115625240e+01,-8.103513669554884835e-02
1.300000000000000000e+01,2.000000000000000000e+00,1.923141579177124783e+01,9.163992947558643465e+00,2.709457318228813705e+01,6.097048072053189161e-02
1.400000000000000000e+01,1.000000000000000000e+00,4.888941848443209892e+01,8.910202525014895514e+00,2.412048905910253538e+01,-8.789308755139582652e-02
1.400000000000000000e+01,2.000000000000000000e+00,2.031071524603798650e+01,9.236494865924509412e+00,2.704329676818284156e+01,6.707420999956567598e-02
