time_step,veh_id,x_pos,y_pos,speed,yaw
0.000000000000000000e+00,0.000000000000000000e+00,9.789999999999999147e+00,9.789999999999999147e+00,2.423000825422888838e+01,8.254228418426471595e-04
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,5.859999999999999432e+00,3.155026782770631399e+01,-4.120420421290265332e-03
1.000000000000000000e+00,1.000000000000000000e+00,6.260776022340955649e+00,5.858501899372503097e+00,3.151942280974713739e+01,-1.188236368626387728e-03
2.000000000000000000e+00,1.000000000000000000e+00,7.520302294302432244e+00,5.860652069341999670e+00,3.148820268164006819e+01,1.707124280480636948e-03
3.000000000000000000e+00,1.000000000000000000e+00,8.778546743127222385e+00,5.866364331428825629e+00,3.145643538030562780e+01,4.539835521359767735e-03
4.000000000000000000e+00,1.000000000000000000e+00,1.003548120120010445e+01,5.875544939339612860e+00,3.142419962636856212e+01,7.303837206114855742e-03
5.000000000000000000e+00,1.000000000000000000e+00,1.129108079188627300e+01,5.888106611191478379e+00,3.139156064664302193e+01,1.000418674007379910e-02
6.000000000000000000e+00,1.000000000000000000e+00,1.254532542347577539e+01,5.903977195919108745e+00,3.135862591985938863e+01,1.265282496774450954e-02
7.000000000000000000e+00,1.000000000000000000e+00,1.379819770630337850e+01,5.923098536363563760e+00,3.132545473271338210e+01,1.526081810367924119e-02
8.000000000000000000e+00,1.000000000000000000e+00,1.504967920390898861e+01,5.945415141600042475e+00,3.129201145778326421e+01,1.783025979821074164e-02
9.000000000000000000e+00,1.000000000000000000e+00,1.629975194042472708e+01,5.970869229143874080e+00,3.125829647022364810e+01,2.035927174254753558e-02
1.000000000000000000e+01,1.000000000000000000e+00,1.754840165055156120e+01,5.999406045665847564e+00,3.122439399428991891e+01,2.285016324065282378e-02
1.100000000000000000e+01,1.000000000000000000e+00,1.879561447141872321e+01,6.030973131267425735e+00,3.119030600031046419e+01,2.530470102943258026e-02
1.200000000000000000e+01,1.000000000000000000e+00,2.004138157686933752e+01,6.065526912256064662e+00,3.115615553950993544e+01,2.772984110880354763e-02
1.300000000000000000e+01,1.000000000000000000e+00,2.128569363216096022e+01,6.103019384420263371e+00,3.112191928943572705e+01,3.012197135847784896e-02
1.400000000000000000e+01,1.000000000000000000e+00,2.252854149815794216e+01,6.143406002035877833e+00,3.108759697306631153e+01,3.248379181808487559e-02
1.500000000000000000e+01,1.000000000000000000e+00,2.376992035613076837e+01,6.186640443270682077e+00,3.105328772781966151e+01,3.481368555352997579e-02
1.600000000000000000e+01,1.000000000000000000e+00,2.500982522236365213e+01,6.232685250535779709e+00,3.101898815225986539e+01,3.711870141126399208e-02
1.700000000000000000e+01,1.000000000000000000e+00,2.624825177577275426e+01,6.281505212473212474e+00,3.098471111766574637e+01,3.940055744227922291e-02
1.800000000000000000e+01,1.000000000000000000e+00,2.748519606670701165e+01,6.333069244672404174e+00,3.095046474097249600e+01,4.166250233900149758e-02
1.900000000000000000e+01,1.000000000000000000e+00,2.872065511417574157e+01,6.387333464002182382e+00,3.091625445732203659e+01,4.389410139935502608e-02
2.000000000000000000e+01,1.000000000000000000e+00,2.995462803165525045e+01,6.444245955197581921e+00,3.088211651513454825e+01,4.608868434107673412e-02
2.100000000000000000e+01,1.000000000000000000e+00,3.118711595161269656e+01,6.503739457793228596e+00,3.084807479499456662e+01,4.823362372344016519e-02
2.200000000000000000e+01,1.000000000000000000e+00,3.241812263584287734e+01,6.565740395237058102e+00,3.081417665684995555e+01,5.032352071554329481e-02
2.300000000000000000e+01,1.000000000000000000e+00,3.364765203843042940e+01,6.630175909435807924e+00,3.078041673813638468e+01,5.235874904419144521e-02
2.400000000000000000e+01,1.000000000000000000e+00,3.487571231802814964e+01,6.696959631656337564e+00,3.074687093713012587e+01,5.432795584091112268e-02
2.500000000000000000e+01,1.000000000000000000e+00,3.610231273516398431e+01,6.766010699790289351e+00,3.071356208306280067e+01,5.623531717115697048e-02
2.600000000000000000e+01,1.000000000000000000e+00,3.732746275597896357e+01,6.837252003851652660e+00,3.068048949360278499e+01,5.808363793652630835e-02
