time_step,veh_id,x_pos,y_pos,speed,yaw
0.000000000000000000e+00,0.000000000000000000e+00,5.021999999999999886e+01,5.160000000000000142e+00,2.869011153690414062e+01,2.788420796751880839e-03
0.000000000000000000e+00,1.000000000000000000e+00,5.275999999999999801e+01,8.890000000000000568e+00,2.358007633575430262e+01,-2.544523770480056849e-03
0.000000000000000000e+00,2.000000000000000000e+00,3.103999999999999915e+01,9.170000000000001705e+00,2.363041472340254856e+01,-5.924602706447856977e-03
0.000000000000000000e+00,3.000000000000000000e+00,1.402999999999999936e+01,6.310000000000002274e+00,2.703000739918507733e+01,-7.399184739229576263e-04
0.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,8.120000000000000995e+00,2.567296243132062372e+01,-1.519166331421616459e-02
1.000000000000000000e+00,1.000000000000000000e+00,5.371101962179312750e+01,8.850703221872400661e+00,2.379577900866499363e+01,-4.129718780001023076e-02
1.000000000000000000e+00,2.000000000000000000e+00,3.197288883541690296e+01,9.183779379032653623e+00,2.332476487732558468e+01,1.476958084181857409e-02
1.000000000000000000e+00,3.000000000000000000e+00,1.510037883057826846e+01,6.264941415641959388e+00,2.678317005339421542e+01,-4.207108336695443429e-02
1.000000000000000000e+00,4.000000000000000000e+00,6.033832682891339338e+00,8.147124044594029613e+00,2.585471100700803149e+01,2.623037945430075138e-02
2.000000000000000000e+00,1.000000000000000000e+00,5.466839946130787808e+01,8.773823409363638248e+00,2.401154231146803397e+01,-8.013036584719623878e-02
2.000000000000000000e+00,2.000000000000000000e+00,3.289303659911773536e+01,9.217093754391084914e+00,2.301876618447928635e+01,3.618965513438625325e-02
2.000000000000000000e+00,3.000000000000000000e+00,1.615822230634629264e+01,6.176524201552068938e+00,2.653830277839459839e+01,-8.338868611213468007e-02
2.000000000000000000e+00,4.000000000000000000e+00,7.073071133398912913e+00,8.217496428410004938e+00,2.604045925835080411e+01,6.761212276985988090e-02
3.000000000000000000e+00,1.000000000000000000e+00,5.563063128448870742e+01,8.658867164981755238e+00,2.422685776757231224e+01,-1.189047862383566800e-01
3.000000000000000000e+00,2.000000000000000000e+00,3.380004351107892546e+01,9.269439257241492314e+00,2.271290368400244830e+01,5.764840601612245680e-02
3.000000000000000000e+00,3.000000000000000000e+00,1.720187759555398799e+01,6.045720778308282028e+00,2.629550696202077376e+01,-1.246818909727784308e-01
3.000000000000000000e+00,4.000000000000000000e+00,8.115993240871604897e+00,8.331548771800237674e+00,2.622849666021771853e+01,1.089256009443018702e-01
4.000000000000000000e+00,1.000000000000000000e+00,5.659617442683851607e+01,8.505396180071029377e+00,2.444160007738104312e+01,-1.576291849741048856e-01
4.000000000000000000e+00,2.000000000000000000e+00,3.469354402004393734e+01,9.340226704656661383e+00,2.240750463338522991e+01,7.905972183765513916e-02
4.000000000000000000e+00,3.000000000000000000e+00,1.822973155429166425e+01,5.873567560295012591e+00,2.605427617212094660e+01,-1.659477193696540231e-01
4.000000000000000000e+00,4.000000000000000000e+00,9.160823050174263571e+00,8.489638316785249827e+00,2.641805294965215012e+01,1.501674558979397001e-01
5.000000000000000000e+00,1.000000000000000000e+00,5.756345358102061027e+01,8.313016373779605672e+00,2.465561487754812831e+01,-1.963256929230993708e-01
5.000000000000000000e+00,2.000000000000000000e+00,3.557318229692447886e+01,9.428939900344142089e+00,2.210251016913085209e+01,1.005120511722128740e-01
5.000000000000000000e+00,3.000000000000000000e+00,1.924023286697857671e+01,5.661155405068472035e+00,2.581462553754605693e+01,-2.071882685421198578e-01
5.000000000000000000e+00,4.000000000000000000e+00,1.020576191403204191e+01,8.692041757294852289e+00,2.660902551215596645e+01,1.913294709465726273e-01
6.000000000000000000e+00,1.000000000000000000e+00,5.853085632161391061e+01,8.081382268990831008e+00,2.486868539208403206e+01,-2.350146233465547629e-01
6.000000000000000000e+00,2.000000000000000000e+00,3.643860497785942698e+01,9.535135271882115404e+00,2.179784785266547331e+01,1.220988584904898477e-01
6.000000000000000000e+00,3.000000000000000000e+00,2.023188928736757219e+01,5.409628913600037059e+00,2.557645440645970680e+01,-2.484042126028269126e-01
6.000000000000000000e+00,4.000000000000000000e+00,1.124899123446029847e+01,8.938950201312847454e+00,2.680124990938611518e+01,2.324006530605635390e-01
7.000000000000000000e+00,1.000000000000000000e+00,5.949672642675826495e+01,7.810221158942570518e+00,2.508028866976729176e+01,-2.736973993711785402e-01
7.000000000000000000e+00,2.000000000000000000e+00,3.728945010681521666e+01,9.658478191833493653e+00,2.149347152872710254e+01,1.439623216407069917e-01
7.000000000000000000e+00,3.000000000000000000e+00,2.120320895673894412e+01,5.120216114622248682e+00,2.533798616109647028e+01,-2.895826635165748564e-01
7.000000000000000000e+00,4.000000000000000000e+00,1.228865638927494075e+01,9.230434361762387852e+00,2.699382626093335702e+01,2.733457436515554506e-01
