time_step,veh_id,x_pos,y_pos,speed,yaw
1.000000000000000000e+01,2.000000000000000000e+00,3.438370440400192507e+01,6.075282923765946030e+00,2.781951628514791608e+01,1.818987025703635574e-01
1.000000000000000000e+01,3.000000000000000000e+00,1.667258444647185200e+01,5.184596645049720287e+00,2.912977801627627983e+01,7.574654414583204681e-03
1.100000000000000000e+01,1.000000000000000000e+00,5.429136008586530693e+01,6.979932286900084826e+00,2.701625074053344377e+01,3.409088160306398274e-01
1.100000000000000000e+01,2.000000000000000000e+00,3.547021834951496544e+01,6.297186605007449423e+00,2.772356621115471143e+01,2.014639022245667821e-01
1.100000000000000000e+01,3.000000000000000000e+00,1.783765421180610034e+01,5.191831253457062978e+00,2.912730567756406330e+01,6.209512630262623706e-03
1.200000000000000000e+01,1.000000000000000000e+00,5.529144950841630646e+01,7.369337064770264512e+00,2.683066033158835850e+01,3.713090944860898968e-01
1.200000000000000000e+01,2.000000000000000000e+00,3.654832871972727304e+01,6.539667108038481835e+00,2.762606066639686730e+01,2.212311609041013594e-01
1.200000000000000000e+01,3.000000000000000000e+00,1.900274415094422764e+01,5.196764892153595383e+00,2.912750962440482638e+01,4.234530779122083061e-03
1.300000000000000000e+01,1.000000000000000000e+00,5.627240699894701947e+01,7.786020711544618500e+00,2.664468591151771193e+01,4.016778344563307068e-01
1.300000000000000000e+01,2.000000000000000000e+00,3.761754200633487244e+01,6.802644206953710970e+00,2.752696413078571425e+01,2.411668890735997606e-01
1.300000000000000000e+01,3.000000000000000000e+00,2.016795391312403041e+01,5.198685838716710528e+00,2.913028363999835335e+01,1.648582843363190914e-03
1.400000000000000000e+01,1.000000000000000000e+00,5.723351363063228803e+01,8.229130871631729960e+00,2.645837026634750089e+01,4.319981082236834524e-01
1.400000000000000000e+01,2.000000000000000000e+00,3.867736543759219359e+01,7.086003265963451092e+00,2.742624269933963888e+01,2.612536921299545289e-01
1.400000000000000000e+01,3.000000000000000000e+00,2.133337782553859086e+01,5.196870132965413447e+00,2.913563317073098347e+01,-1.557977541795301651e-03
1.500000000000000000e+01,1.000000000000000000e+00,5.817408785809556093e+01,8.697795979152473933e+00,2.627173933592376542e+01,4.622670695347331216e-01
1.500000000000000000e+01,2.000000000000000000e+00,3.972730715811071178e+01,7.389609506093946401e+00,2.732391769964958428e+01,2.814868874869552728e-01
1.500000000000000000e+01,3.000000000000000000e+00,2.249910167419412588e+01,5.190597475497683355e+00,2.914351812105885742e+01,-5.380860086255111890e-03
1.600000000000000000e+01,1.000000000000000000e+00,5.909351093033583169e+01,9.191108398745369001e+00,2.608514818211135733e+01,4.924549026366005222e-01
1.600000000000000000e+01,2.000000000000000000e+00,4.076688183585941516e+01,7.713310184555497884e+00,2.722014006040359746e+01,3.018623593123610505e-01
1.600000000000000000e+01,3.000000000000000000e+00,2.366521189397696290e+01,5.179118383560514793e+00,2.915416795067302047e+01,-9.843598811674136168e-03
1.700000000000000000e+01,1.000000000000000000e+00,5.999120146468643355e+01,9.708145736646743629e+00,2.589855092769203182e+01,5.225583717885612378e-01
1.700000000000000000e+01,2.000000000000000000e+00,4.179560350855564366e+01,8.056931120362602172e+00,2.711484403652216102e+01,3.223748308021432418e-01
1.700000000000000000e+01,3.000000000000000000e+00,2.483178248559670109e+01,5.161684774945807241e+00,2.916752127732745592e+01,-1.494321139375040172e-02
